id,unstable_prob,stable_prob
TEST_0001,0.000244140625,0.999755859375
TEST_0002,0.9998500943183899,0.0001499056816101
TEST_0003,0.9998694658279419,0.0001305341720581
TEST_0004,0.999885380268097,0.000114619731903
TEST_0005,0.0003662109375,0.9996337890625
TEST_0006,0.999863624572754,0.000136375427246
TEST_0007,0.000244140625,0.999755859375
TEST_0008,0.999640464782715,0.0003595352172851
TEST_0009,0.9998129606246949,0.0001870393753051
TEST_0010,0.000244140625,0.999755859375
TEST_0011,0.9551677703857422,0.0448322296142578
TEST_0012,0.000244140625,0.999755859375
TEST_0013,0.9996914267539979,0.0003085732460021
TEST_0014,0.9831008911132812,0.0168991088867187
TEST_0015,0.9998835325241089,0.0001164674758911
TEST_0016,0.9998776316642762,0.0001223683357238
TEST_0017,0.00244140625,0.99755859375
TEST_0018,0.9043304443359375,0.09566955566406249
TEST_0019,0.9998866319656373,0.0001133680343627
TEST_0020,0.000244140625,0.999755859375
TEST_0021,0.9992071390151978,0.0007928609848022
TEST_0022,0.000244140625,0.999755859375
TEST_0023,0.000244140625,0.999755859375
TEST_0024,0.9998626708984375,0.0001373291015625
TEST_0025,0.0010986328125,0.9989013671875
TEST_0026,0.000244140625,0.999755859375
TEST_0027,0.000244140625,0.999755859375
TEST_0028,0.9998892545700074,0.0001107454299926
TEST_0029,0.9998608231544495,0.0001391768455505
TEST_0030,0.9998922944068909,0.0001077055931091
TEST_0031,0.000244140625,0.999755859375
TEST_0032,0.0008544921875,0.9991455078125
TEST_0033,0.0003662109375,0.9996337890625
TEST_0034,0.9996834993362427,0.0003165006637573
TEST_0035,0.000244140625,0.999755859375
TEST_0036,0.000244140625,0.999755859375
TEST_0037,0.9997681975364686,0.0002318024635314
TEST_0038,0.9996141791343689,0.0003858208656311
TEST_0039,0.39910888671875,0.60089111328125
TEST_0040,0.0003662109375,0.9996337890625
TEST_0041,0.000244140625,0.999755859375
TEST_0042,0.000244140625,0.999755859375
TEST_0043,0.000244140625,0.999755859375
TEST_0044,0.9933266639709473,0.0066733360290527
TEST_0045,0.000244140625,0.999755859375
TEST_0046,0.000244140625,0.999755859375
TEST_0047,0.156982421875,0.843017578125
TEST_0048,0.00048828125,0.99951171875
TEST_0049,0.00048828125,0.99951171875
TEST_0050,0.9997419118881226,0.0002580881118774
TEST_0051,0.9998603463172913,0.0001396536827087
TEST_0052,0.9998900890350342,0.0001099109649658
TEST_0053,0.000244140625,0.999755859375
TEST_0054,0.9998011589050293,0.0001988410949707
TEST_0055,0.000244140625,0.999755859375
TEST_0056,0.000244140625,0.999755859375
TEST_0057,0.9994303584098816,0.0005696415901184
TEST_0058,0.0006103515625,0.9993896484375
TEST_0059,0.000244140625,0.999755859375
TEST_0060,0.9997720122337342,0.0002279877662658
TEST_0061,0.0003662109375,0.9996337890625
TEST_0062,0.0008544921875,0.9991455078125
TEST_0063,0.9996632933616639,0.0003367066383361
TEST_0064,0.000244140625,0.999755859375
TEST_0065,0.99982488155365,0.00017511844635
TEST_0066,0.9997085928916932,0.0002914071083068
TEST_0067,0.9993874430656434,0.0006125569343566
TEST_0068,0.9997560381889344,0.0002439618110656
TEST_0069,0.000244140625,0.999755859375
TEST_0070,0.9982278347015381,0.0017721652984619
TEST_0071,0.000244140625,0.999755859375
TEST_0072,0.9997948408126832,0.0002051591873168
TEST_0073,0.999169111251831,0.0008308887481689
TEST_0074,0.937154769897461,0.062845230102539
TEST_0075,0.001953125,0.998046875
TEST_0076,0.019775390625,0.980224609375
TEST_0077,0.99839586019516,0.00160413980484
TEST_0078,0.0009765625,0.9990234375
TEST_0079,0.9998087286949158,0.0001912713050842
TEST_0080,0.000244140625,0.999755859375
TEST_0081,0.9947582483291626,0.0052417516708374
TEST_0082,0.000244140625,0.999755859375
TEST_0083,0.000244140625,0.999755859375
TEST_0084,0.000732421875,0.999267578125
TEST_0085,0.000244140625,0.999755859375
TEST_0086,0.999876618385315,0.000123381614685
TEST_0087,0.9998680949211121,0.0001319050788879
TEST_0088,0.9996326565742493,0.0003673434257507
TEST_0089,0.9993230700492859,0.0006769299507141
TEST_0090,0.0115966796875,0.9884033203125
TEST_0091,0.000244140625,0.999755859375
TEST_0092,0.001220703125,0.998779296875
TEST_0093,0.9995874762535096,0.0004125237464904
