id,unstable_prob,stable_prob
TEST_0001,0.000244140625,0.999755859375
TEST_0002,0.9998500943183899,0.00014990568161010742
TEST_0003,0.9998694658279419,0.00013053417205810547
TEST_0004,0.9998853802680969,0.00011461973190307617
TEST_0005,0.0003662109375,0.9996337890625
TEST_0006,0.9998636245727539,0.00013637542724609375
TEST_0007,0.000244140625,0.999755859375
TEST_0008,0.9996404647827148,0.00035953521728515625
TEST_0009,0.9998129606246948,0.00018703937530517578
TEST_0010,0.000244140625,0.999755859375
TEST_0011,0.9551677703857422,0.04483222961425781
TEST_0012,0.000244140625,0.999755859375
TEST_0013,0.9996914267539978,0.00030857324600219727
TEST_0014,0.9831008911132812,0.01689910888671875
TEST_0015,0.9998835325241089,0.00011646747589111328
TEST_0016,0.9998776316642761,0.00012236833572387695
TEST_0017,0.00244140625,0.99755859375
TEST_0018,0.9843101501464844,0.015689849853515625
TEST_0019,0.9998866319656372,0.00011336803436279297
TEST_0020,0.000244140625,0.999755859375
TEST_0021,0.9992071390151978,0.0007928609848022461
TEST_0022,0.000244140625,0.999755859375
TEST_0023,0.000244140625,0.999755859375
TEST_0024,0.9998626708984375,0.0001373291015625
TEST_0025,0.0010986328125,0.9989013671875
TEST_0026,0.000244140625,0.999755859375
TEST_0027,0.000244140625,0.999755859375
TEST_0028,0.9998892545700073,0.00011074542999267578
TEST_0029,0.9998608231544495,0.0001391768455505371
TEST_0030,0.9998922944068909,0.00010770559310913086
TEST_0031,0.000244140625,0.999755859375
TEST_0032,0.0008544921875,0.9991455078125
TEST_0033,0.0003662109375,0.9996337890625
TEST_0034,0.9996834993362427,0.0003165006637573242
TEST_0035,0.000244140625,0.999755859375
TEST_0036,0.000244140625,0.999755859375
TEST_0037,0.9997681975364685,0.00023180246353149414
TEST_0038,0.9996141791343689,0.0003858208656311035
TEST_0039,0.39910888671875,0.60089111328125
TEST_0040,0.0003662109375,0.9996337890625
TEST_0041,0.000244140625,0.999755859375
TEST_0042,0.000244140625,0.999755859375
TEST_0043,0.000244140625,0.999755859375
TEST_0044,0.9933266639709473,0.006673336029052734
TEST_0045,0.000244140625,0.999755859375
TEST_0046,0.000244140625,0.999755859375
TEST_0047,0.156982421875,0.843017578125
TEST_0048,0.00048828125,0.99951171875
TEST_0049,0.00048828125,0.99951171875
TEST_0050,0.9997419118881226,0.0002580881118774414
TEST_0051,0.9998603463172913,0.00013965368270874023
TEST_0052,0.9998900890350342,0.00010991096496582031
TEST_0053,0.000244140625,0.999755859375
TEST_0054,0.9998011589050293,0.00019884109497070312
TEST_0055,0.000244140625,0.999755859375
TEST_0056,0.000244140625,0.999755859375
TEST_0057,0.9994303584098816,0.0005696415901184082
TEST_0058,0.0006103515625,0.9993896484375
TEST_0059,0.000244140625,0.999755859375
TEST_0060,0.9997720122337341,0.00022798776626586914
TEST_0061,0.0003662109375,0.9996337890625
TEST_0062,0.0008544921875,0.9991455078125
TEST_0063,0.9996632933616638,0.00033670663833618164
TEST_0064,0.000244140625,0.999755859375
TEST_0065,0.9998248815536499,0.00017511844635009766
TEST_0066,0.9997085928916931,0.00029140710830688477
TEST_0067,0.9993874430656433,0.0006125569343566895
TEST_0068,0.9997560381889343,0.00024396181106567383
TEST_0069,0.000244140625,0.999755859375
TEST_0070,0.9982278347015381,0.001772165298461914
TEST_0071,0.000244140625,0.999755859375
TEST_0072,0.9997948408126831,0.00020515918731689453
TEST_0073,0.999169111251831,0.0008308887481689453
TEST_0074,0.9371547698974609,0.06284523010253906
TEST_0075,0.001953125,0.998046875
TEST_0076,0.019775390625,0.980224609375
TEST_0077,0.9983958601951599,0.0016041398048400879
TEST_0078,0.0009765625,0.9990234375
TEST_0079,0.9998087286949158,0.00019127130508422852
TEST_0080,0.000244140625,0.999755859375
TEST_0081,0.9947582483291626,0.005241751670837402
TEST_0082,0.000244140625,0.999755859375
TEST_0083,0.000244140625,0.999755859375
TEST_0084,0.000732421875,0.999267578125
TEST_0085,0.000244140625,0.999755859375
TEST_0086,0.9998766183853149,0.0001233816146850586
TEST_0087,0.9998680949211121,0.00013190507888793945
TEST_0088,0.9996326565742493,0.0003673434257507324
TEST_0089,0.9993230700492859,0.0006769299507141113
TEST_0090,0.0115966796875,0.9884033203125
TEST_0091,0.000244140625,0.999755859375
TEST_0092,0.001220703125,0.998779296875
TEST_0093,0.9995874762535095,0.0004125237464904785
TEST_0094,0.000244140625,0.999755859375
TEST_0095,0.997998833656311,0.002001166343688965
TEST_0096,0.000244140625,0.999755859375
TEST_0097,0.9985347390174866,0.0014652609825134277
TEST_0098,0.000244140625,0.999755859375
TEST_0099,0.00048828125,0.99951171875
TEST_0100,0.9996456503868103,0.00035434961318969727
TEST_0101,0.9998975396156311,0.00010246038436889648
TEST_0102,0.0003662109375,0.9996337890625
TEST_0103,0.9998947978019714,0.00010520219802856445
TEST_0104,0.000244140625,0.999755859375
TEST_0105,0.9996491074562073,0.0003508925437927246
TEST_0106,0.000244140625,0.999755859375
TEST_0107,0.9997935891151428,0.00020641088485717773
TEST_0108,0.9998464584350586,0.00015354156494140625
TEST_0109,0.00048828125,0.99951171875
TEST_0110,0.9998065233230591,0.00019347667694091797
TEST_0111,0.9997311234474182,0.0002688765525817871
TEST_0112,0.9995112419128418,0.0004887580871582031
TEST_0113,0.9998831152915955,0.00011688470840454102
TEST_0114,0.9998947978019714,0.00010520219802856445
TEST_0115,0.000244140625,0.999755859375
TEST_0116,0.000244140625,0.999755859375
TEST_0117,0.000244140625,0.999755859375
TEST_0118,0.9985787868499756,0.001421213150024414
TEST_0119,0.9998347163200378,0.0001652836799621582
TEST_0120,0.000244140625,0.999755859375
TEST_0121,0.9998894333839417,0.00011056661605834961
TEST_0122,0.000244140625,0.999755859375
TEST_0123,0.9994114637374878,0.000588536262512207
TEST_0124,0.00048828125,0.99951171875
TEST_0125,0.000244140625,0.999755859375
TEST_0126,0.9997637271881104,0.00023627281188964844
TEST_0127,0.9996578097343445,0.0003421902656555176
TEST_0128,0.000244140625,0.999755859375
TEST_0129,0.9992542862892151,0.0007457137107849121
TEST_0130,0.9999166131019592,8.338689804077148e-05
TEST_0131,0.9998802542686462,0.00011974573135375977
TEST_0132,0.9998949766159058,0.00010502338409423828
TEST_0133,0.000244140625,0.999755859375
TEST_0134,0.9999015927314758,9.840726852416992e-05
TEST_0135,0.9994191527366638,0.0005808472633361816
TEST_0136,0.000244140625,0.999755859375
TEST_0137,0.000244140625,0.999755859375
TEST_0138,0.000244140625,0.999755859375
TEST_0139,0.000244140625,0.999755859375
TEST_0140,0.00244140625,0.99755859375
