id,unstable_prob,stable_prob
TEST_0001,0.0050048828125,0.9949951171875
TEST_0002,0.9658823013305664,0.034117698669433594
TEST_0003,0.9942708015441895,0.005729198455810547
TEST_0004,0.9824743270874023,0.017525672912597656
TEST_0005,0.1129150390625,0.8870849609375
TEST_0006,0.9898004531860352,0.010199546813964844
TEST_0007,0.0125732421875,0.9874267578125
TEST_0008,0.9843764305114746,0.01562356948852539
TEST_0009,0.9939775466918945,0.006022453308105469
TEST_0010,0.0054931640625,0.9945068359375
TEST_0011,0.7510986328125,0.2489013671875
TEST_0012,0.0037841796875,0.9962158203125
TEST_0013,0.9219436645507812,0.07805633544921875
TEST_0014,0.74664306640625,0.25335693359375
TEST_0015,0.9965713024139404,0.0034286975860595703
TEST_0016,0.9969544410705566,0.0030455589294433594
TEST_0017,0.103759765625,0.896240234375
TEST_0018,0.58441162109375,0.41558837890625
TEST_0019,0.9922184944152832,0.007781505584716797
TEST_0020,0.0115966796875,0.9884033203125
TEST_0021,0.9833545684814453,0.016645431518554688
TEST_0022,0.0062255859375,0.9937744140625
TEST_0023,0.0052490234375,0.9947509765625
TEST_0024,0.998031497001648,0.0019685029983520508
TEST_0025,0.1212158203125,0.8787841796875
TEST_0026,0.0015869140625,0.9984130859375
TEST_0027,0.00830078125,0.99169921875
TEST_0028,0.9964988231658936,0.0035011768341064453
TEST_0029,0.9955029487609863,0.004497051239013672
TEST_0030,0.9950337409973145,0.004966259002685547
TEST_0031,0.0029296875,0.9970703125
TEST_0032,0.1290283203125,0.8709716796875
TEST_0033,0.0216064453125,0.9783935546875
TEST_0034,0.9716053009033203,0.028394699096679688
TEST_0035,0.0086669921875,0.9913330078125
TEST_0036,0.019775390625,0.980224609375
TEST_0037,0.9915189743041992,0.008481025695800781
TEST_0038,0.9962937831878662,0.003706216812133789
TEST_0039,0.35845947265625,0.64154052734375
TEST_0040,0.015380859375,0.984619140625
TEST_0041,0.0166015625,0.9833984375
TEST_0042,0.01171875,0.98828125
TEST_0043,0.00341796875,0.99658203125
TEST_0044,0.8529052734375,0.1470947265625
TEST_0045,0.01953125,0.98046875
TEST_0046,0.0096435546875,0.9903564453125
TEST_0047,0.28948974609375,0.71051025390625
TEST_0048,0.038330078125,0.961669921875
TEST_0049,0.0252685546875,0.9747314453125
TEST_0050,0.9719581604003906,0.028041839599609375
TEST_0051,0.9963839054107666,0.0036160945892333984
TEST_0052,0.9920358657836914,0.007964134216308594
TEST_0053,0.0029296875,0.9970703125
TEST_0054,0.9978468418121338,0.002153158187866211
TEST_0055,0.010498046875,0.989501953125
TEST_0056,0.020751953125,0.979248046875
TEST_0057,0.75286865234375,0.24713134765625
TEST_0058,0.0682373046875,0.9317626953125
TEST_0059,0.08984375,0.91015625
TEST_0060,0.7898712158203125,0.2101287841796875
TEST_0061,0.007080078125,0.992919921875
TEST_0062,0.0399169921875,0.9600830078125
TEST_0063,0.9760322570800781,0.023967742919921875
TEST_0064,0.0042724609375,0.9957275390625
TEST_0065,0.9612751007080078,0.03872489929199219
TEST_0066,0.739990234375,0.260009765625
TEST_0067,0.9649009704589844,0.035099029541015625
TEST_0068,0.9882245063781738,0.011775493621826172
TEST_0069,0.0072021484375,0.9927978515625
TEST_0070,0.9873790740966797,0.012620925903320312
TEST_0071,0.0079345703125,0.9920654296875
TEST_0072,0.9816656112670898,0.018334388732910156
TEST_0073,0.9810571670532227,0.018942832946777344
TEST_0074,0.814453125,0.185546875
TEST_0075,0.1221923828125,0.8778076171875
TEST_0076,0.155029296875,0.844970703125
TEST_0077,0.9606199264526367,0.03938007354736328
TEST_0078,0.02734375,0.97265625
TEST_0079,0.9779872894287109,0.022012710571289062
TEST_0080,0.007080078125,0.992919921875
TEST_0081,0.8808441162109375,0.1191558837890625
TEST_0082,0.023193359375,0.976806640625
TEST_0083,0.00537109375,0.99462890625
TEST_0084,0.006591796875,0.993408203125
TEST_0085,0.030517578125,0.969482421875
TEST_0086,0.9984416961669922,0.0015583038330078125
TEST_0087,0.9900803565979004,0.00991964340209961
TEST_0088,0.9005241394042969,0.09947586059570312
TEST_0089,0.9593124389648438,0.04068756103515625
TEST_0090,0.23297119140625,0.76702880859375
TEST_0091,0.0069580078125,0.9930419921875
TEST_0092,0.05419921875,0.94580078125
TEST_0093,0.9716520309448242,0.02834796905517578
TEST_0094,0.02587890625,0.97412109375
TEST_0095,0.9062728881835938,0.09372711181640625
TEST_0096,0.0201416015625,0.9798583984375
TEST_0097,0.59637451171875,0.40362548828125
TEST_0098,0.0101318359375,0.9898681640625
TEST_0099,0.0382080078125,0.9617919921875
TEST_0100,0.97381591796875,0.02618408203125
TEST_0101,0.9973411560058594,0.002658843994140625
TEST_0102,0.00634765625,0.99365234375
TEST_0103,0.9984215497970581,0.0015784502029418945
TEST_0104,0.004150390625,0.995849609375
TEST_0105,0.8085479736328125,0.1914520263671875
TEST_0106,0.1005859375,0.8994140625
TEST_0107,0.9793033599853516,0.020696640014648438
TEST_0108,0.9928174018859863,0.007182598114013672
TEST_0109,0.0709228515625,0.9290771484375
TEST_0110,0.9743194580078125,0.0256805419921875
TEST_0111,0.994297981262207,0.005702018737792969
TEST_0112,0.9682941436767578,0.03170585632324219
TEST_0113,0.9937446117401123,0.006255388259887695
TEST_0114,0.9934148788452148,0.006585121154785156
TEST_0115,0.0048828125,0.9951171875
TEST_0116,0.004638671875,0.995361328125
TEST_0117,0.0028076171875,0.9971923828125
TEST_0118,0.9675502777099609,0.03244972229003906
TEST_0119,0.9955809116363525,0.004419088363647461
TEST_0120,0.026611328125,0.973388671875
TEST_0121,0.9959344863891602,0.004065513610839844
TEST_0122,0.0072021484375,0.9927978515625
TEST_0123,0.49749755859375,0.50250244140625
TEST_0124,0.04052734375,0.95947265625
TEST_0125,0.0079345703125,0.9920654296875
TEST_0126,0.9952597618103027,0.004740238189697266
TEST_0127,0.9894757270812988,0.010524272918701172
TEST_0128,0.0115966796875,0.9884033203125
TEST_0129,0.8757781982421875,0.1242218017578125
TEST_0130,0.9967780113220215,0.0032219886779785156
TEST_0131,0.993746280670166,0.006253719329833984
TEST_0132,0.9968695640563965,0.0031304359436035156
TEST_0133,0.0255126953125,0.9744873046875
TEST_0134,0.9944753646850586,0.005524635314941406
TEST_0135,0.9261322021484375,0.0738677978515625
TEST_0136,0.0018310546875,0.9981689453125
TEST_0137,0.003662109375,0.996337890625
TEST_0138,0.015869140625,0.984130859375
TEST_0139,0.059326171875,0.940673828125
TEST_0140,0.05908203125,0.94091796875
TEST_0141,0.077392578125,0.922607421875
TEST_0142,0.0118408203125,0.9881591796875
TEST_0143,0.24945068359375,0.75054931640625
TEST_0144,0.0086669921875,0.9913330078125
TEST_0145,0.964599609375,0.035400390625
TEST_0146,0.9148674011230469,0.08513259887695312
TEST_0147,0.9858846664428711,0.014115333557128906
TEST_0148,0.0621337890625,0.9378662109375
TEST_0149,0.9775848388671875,0.0224151611328125
TEST_0150,0.384521484375,0.615478515625
TEST_0151,0.002197265625,0.997802734375
TEST_0152,0.05322265625,0.94677734375
TEST_0153,0.9916729927062988,0.008327007293701172
TEST_0154,0.26177978515625,0.73822021484375
TEST_0155,0.886444091796875,0.113555908203125
TEST_0156,0.025146484375,0.974853515625
TEST_0157,0.1434326171875,0.8565673828125
TEST_0158,0.9878435134887695,0.012156486511230469
TEST_0159,0.0380859375,0.9619140625
