id,unstable_prob,stable_prob
TEST_0001,0.00048828125,0.99951171875
TEST_0002,0.9877114295959473,0.012288570404052734
TEST_0003,0.9881339073181152,0.011866092681884766
TEST_0004,0.9642715454101562,0.03572845458984375
TEST_0005,0.002685546875,0.997314453125
TEST_0006,0.994373083114624,0.0056269168853759766
TEST_0007,0.000244140625,0.999755859375
TEST_0008,0.9631123542785645,0.03688764572143555
TEST_0009,0.9122962951660156,0.08770370483398438
TEST_0010,0.00048828125,0.99951171875
TEST_0011,0.83538818359375,0.16461181640625
TEST_0012,0.000244140625,0.999755859375
TEST_0013,0.9884204864501953,0.011579513549804688
TEST_0014,0.9128684997558594,0.08713150024414062
TEST_0015,0.9858627319335938,0.01413726806640625
TEST_0016,0.9977158308029175,0.0022841691970825195
TEST_0017,0.0010986328125,0.9989013671875
TEST_0018,0.037109375,0.962890625
TEST_0019,0.96368408203125,0.03631591796875
TEST_0020,0.0008544921875,0.9991455078125
TEST_0021,0.9331068992614746,0.06689310073852539
TEST_0022,0.001708984375,0.998291015625
TEST_0023,0.000244140625,0.999755859375
TEST_0024,0.9958066940307617,0.004193305969238281
TEST_0025,0.0078125,0.9921875
TEST_0026,0.0029296875,0.9970703125
TEST_0027,0.0003662109375,0.9996337890625
TEST_0028,0.9941844940185547,0.0058155059814453125
TEST_0029,0.9964909553527832,0.003509044647216797
TEST_0030,0.9473114013671875,0.0526885986328125
TEST_0031,0.000244140625,0.999755859375
TEST_0032,0.014404296875,0.985595703125
TEST_0033,0.00048828125,0.99951171875
TEST_0034,0.9924578666687012,0.007542133331298828
TEST_0035,0.000244140625,0.999755859375
TEST_0036,0.0006103515625,0.9993896484375
TEST_0037,0.9452610015869141,0.05473899841308594
TEST_0038,0.9753580093383789,0.024641990661621094
TEST_0039,0.1834716796875,0.8165283203125
TEST_0040,0.002685546875,0.997314453125
TEST_0041,0.00537109375,0.99462890625
TEST_0042,0.000244140625,0.999755859375
TEST_0043,0.000732421875,0.999267578125
TEST_0044,0.8903532028198242,0.10964679718017578
TEST_0045,0.0010986328125,0.9989013671875
TEST_0046,0.00048828125,0.99951171875
TEST_0047,0.08349609375,0.91650390625
TEST_0048,0.0003662109375,0.9996337890625
TEST_0049,0.008544921875,0.991455078125
TEST_0050,0.9698848724365234,0.030115127563476562
TEST_0051,0.9954122304916382,0.004587769508361816
TEST_0052,0.9483566284179688,0.05164337158203125
TEST_0053,0.000244140625,0.999755859375
TEST_0054,0.9970659017562866,0.002934098243713379
TEST_0055,0.000244140625,0.999755859375
TEST_0056,0.00341796875,0.99658203125
TEST_0057,0.8970918655395508,0.10290813446044922
TEST_0058,0.0018310546875,0.9981689453125
TEST_0059,0.0040283203125,0.9959716796875
TEST_0060,0.395050048828125,0.604949951171875
TEST_0061,0.00048828125,0.99951171875
TEST_0062,0.0223388671875,0.9776611328125
